id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
218831,Sea-life apartment,137588,Dimitrios,,Kalamaria,40.57274,22.95667,Entire home/apt,90,4,1,2020-02-02,0.02,1,358,0,00000049330
376955,3 bedroom 145m2 apartment close to the seaside,1894819,Olivia,,Thessaloniki,40.59683,22.95394,Entire home/apt,50,28,19,2017-05-31,0.12,1,363,0,
483128,Stel's apt in Thessaloniki center!,2358521,Stelios,,Thessaloniki,40.63942,22.95121,Entire home/apt,38,2,402,2024-12-15,2.63,1,356,26,00000502736
494816,"City View Apartment  ""Thessaloniki""",1977386,Cristina&Tomas! Skgbnb,,Neapolis – Sykeon,40.64763,22.94309,Entire home/apt,,20,46,2024-02-03,0.32,33,208,2,00001900000
550239,Kripis Studio Thessaloniki No1,1193625,Olga,,Thessaloniki,40.64008,22.95598,Entire home/apt,66,7,8,2023-10-17,0.05,6,248,0,1133335
798646,LUXURIOUS & STYLISH APARTMENT IN THESSALONIKI,2890501,Francy,,Pilea – Chortiatis,40.58628,23.03393,Entire home/apt,95,7,7,2021-07-14,0.09,1,85,0,00001204888
817373,Hermes - Cosy central apartment,4293278,Andreas,,Thessaloniki,40.63968,22.93879,Entire home/apt,51,2,208,2024-10-13,1.42,2,268,2,00000057587
912803,This Must Be The Place,3835591,Olga,,Pavlou Mela,40.65929,22.93068,Private room,20,2,147,2024-11-07,1.07,1,355,16,00000477581
1006153,Kripis Studio Thessaloniki No4,1193625,Olga,,Thessaloniki,40.64058,22.95678,Entire home/apt,85,7,18,2024-12-01,0.19,6,125,3,1133335
1007872,Cozy studio in old city near city center,5543143,Giannis,,Thessaloniki,40.6378,22.9571,Entire home/apt,32,3,59,2024-12-15,0.65,1,169,9,00000332400
1013340,Kripis Studio Thessaloniki No2,1193625,Olga,,Thessaloniki,40.63974,22.95704,Entire home/apt,66,7,6,2023-11-03,0.07,6,89,0,1133335
1058022,Afrodite - Pantheon apartments,4293278,Andreas,,Thessaloniki,40.63955,22.93885,Entire home/apt,54,2,106,2022-12-18,0.75,2,267,0,00000126170
1060922,The Epsilon Suite 59,5841701,Yiorgos,,Thessaloniki,40.6346435546875,22.94386863708496,Entire home/apt,75,4,83,2024-09-30,0.60,1,261,6,00001237460
1117177,Kripis Studio Thessaloniki No3,1193625,Olga,,Thessaloniki,40.64126,22.95705,Entire home/apt,71,7,9,2023-08-12,0.11,6,236,0,1133335
1397321,Kripis Studio Thessaloniki No5,1193625,Olga,,Thessaloniki,40.6396,22.95499,Entire home/apt,,7,1,2020-01-01,0.02,6,0,0,Exempt
2086784,Waterfront #8Design - Bubblegum Box,10654206,Alexandra,,Thessaloniki,40.63177,22.94171,Entire home/apt,36,1,807,2024-12-05,6.03,28,339,85,00000352450
2174678,Art Gallery Center Apartment,7591507,Alexandros,,Thessaloniki,40.62761,22.94842,Entire home/apt,278,2,108,2024-07-28,1.03,1,355,5,00000510135
2417714,Thessaloniki Central Cozy Apartment wifi,12356276,Yiannis,,Thessaloniki,40.6415,22.94488,Entire home/apt,48,2,508,2024-12-16,3.86,2,351,31,00000357571
2525130,Luxurious fabulous modern studio - Panorama centre,12928977,Despina,,Pilea – Chortiatis,40.5926,23.03319,Entire home/apt,80,3,5,2021-07-04,0.05,2,0,0,00000040650
2639807,Apollon - Central apartment,13516901,Ioulianos,,Thessaloniki,40.63948,22.93883,Entire home/apt,76,2,107,2022-04-17,0.83,1,273,0,00000161920
2656518,The bohemian studio by the centre,13597375,Filitsa,,Thessaloniki,40.60826,22.96228,Entire home/apt,32,2,127,2024-11-25,0.97,4,358,11,00002237438
2788858,Waterfront #7Design - CozyCityCenter Flat,10654206,Alexandra,,Thessaloniki,40.63176,22.94171,Entire home/apt,40,1,734,2024-12-22,5.65,28,346,75,00000352868
3181149,Close To City Center - Near The Sea,15799182,Sofia G,,Thessaloniki,40.62092,22.95518,Entire home/apt,61,2,26,2024-09-09,0.20,1,73,1,00001359506
3276780,"Apartment in Ano Poli, Thessaloniki",16565876,Stathis,,Thessaloniki,40.63801,22.95393,Entire home/apt,20,1,113,2018-09-04,0.90,1,177,0,
3797390,Artistic apartment in Thessaloniki,19130759,Katerina,,Thessaloniki,40.60287,22.96062,Entire home/apt,71,2,81,2024-10-28,0.74,1,167,7,2475762
3810102,Mi Casa es Tu Casa,18863492,Sofia,,Thessaloniki,40.60335,22.9698,Entire home/apt,55,3,12,2024-08-08,0.63,1,37,2,00002042894
3923918,Luxury city studio,20326948,Raoul-Ernesto,,Thessaloniki,40.6119,22.97425,Entire home/apt,50,2,128,2024-11-10,1.03,2,357,13,00000147644
3929429,Thessaloniki Central Apartment wifi,12356276,Yiannis,,Thessaloniki,40.63684,22.95384,Entire home/apt,44,2,482,2024-12-01,3.85,2,354,32,00000283257
4048879,"Large convenient flat, Thessaloniki",7087654,John And Chris,,Thessaloniki,40.61263,22.96083,Entire home/apt,22,29,11,2024-02-17,0.09,1,82,1,00001226502
4126656,Cosy room + wi-fi in central flat,21406334,Maria,,Thessaloniki,40.64121,22.94134,Private room,31,2,1,2016-10-01,0.01,1,85,0,
4186142,CityCenter Eclectic - #3Design CozyFlat,10654206,Alexandra,,Thessaloniki,40.64179,22.94335,Entire home/apt,48,1,675,2024-12-15,5.42,28,343,78,00000361078
4467736,Mini suite neighboring the centre,13597375,Filitsa,,Thessaloniki,40.60973,22.96299,Entire home/apt,,2,101,2024-11-11,0.84,4,358,13,00002237464
4521414,Charming warm apartment 85qm near city centre,23424804,Glykeria,,Thessaloniki,40.61004,22.95851,Entire home/apt,60,4,8,2018-05-13,0.08,1,162,0,00000180466
4530300,Luxury studio,20326948,Raoul-Ernesto,,Thessaloniki,40.61252,22.97284,Entire home/apt,50,2,107,2024-12-15,0.87,2,356,17,00000147622
4560699,Velis apartment Thessaloniki,7886224,Velissarios,,Kalamaria,40.57776,22.94626,Entire home/apt,106,2,21,2024-08-26,0.18,1,177,2,00000262565
5170079,"""The House of Art"" - Awake to the birds song",26719518,Eliana,,Thessaloniki,40.59598,22.96054,Private room,380,1,427,2024-10-29,3.88,1,89,48,00000034826
5499527,Super Stylish Central Studio,14213975,Konstantinos,,Thessaloniki,40.63542,22.9434,Entire home/apt,42,2,620,2024-12-09,5.28,1,328,51,00000214056
5520086,♠ Apartment next to University ♠,17489165,Andrew,,Thessaloniki,40.63086,22.95325,Entire home/apt,45,4,74,2024-10-29,0.62,3,156,9,00002500107
5605342,Central Modern 500m White Tower,10383013,Maria,,Thessaloniki,40.6173,22.95655,Entire home/apt,,2,17,2016-09-18,0.14,1,358,0,
5693168,CityCenter Gem - #2Design CozyQuiet Flat,10654206,Alexandra,,Thessaloniki,40.64179,22.94335,Entire home/apt,40,1,414,2024-12-22,3.49,28,350,38,00000361384
5702461,Houseloft Koromila Sea View,29565272,Houseloft,,Thessaloniki,40.63002,22.94411,Entire home/apt,266,1,265,2024-11-24,2.25,22,322,34,00001680565
6279775,Waterfront #9Design - CozyCityCenter Studio,10654206,Alexandra,,Thessaloniki,40.63176,22.94171,Entire home/apt,39,1,708,2024-12-20,6.04,28,342,71,00000352460
6332299,Homy cosy studio towards the centre,13597375,Filitsa,,Thessaloniki,40.6097,22.96191,Entire home/apt,31,2,41,2024-11-18,0.36,4,223,5,00002237422
6408303,Studio / top floor / city center,33423195,Chris,,Thessaloniki,40.62843,22.9536,Entire home/apt,25,5,107,2024-12-14,0.95,1,273,25,00000124467
6408408,EVANGELIA: Only Good News Here...,33423743,Evangelia,,Thessaloniki,40.64017,22.94416,Private room,25,1,66,2022-10-04,0.57,1,357,0,00000378638
6410244,Entire apartment with Beautiful City View,26233123,Anna,,Neapolis – Sykeon,40.64023,22.96214,Entire home/apt,42,14,22,2023-07-12,0.19,1,341,0,00000315575
6422405,A room with a view...,33507189,Vana,,Neapolis – Sykeon,40.64591,22.95157,Entire home/apt,54,3,96,2023-09-30,0.84,1,1,0,00000055103
6478641,Apartment in the Historical Center of Thessaloniki,33849266,Athanasios,,Thessaloniki,40.64114,22.94394,Entire home/apt,70,3,185,2024-11-05,1.60,1,336,8,00000091790
6565113,High-end luxury apartment,34341328,Βασίλης,,Thessaloniki,40.6147,22.96317,Entire home/apt,41,2,246,2024-12-08,2.12,2,209,16,00000475290
6682912,thess1home,34979760,Panagiotis,,Pilea – Chortiatis,40.59153,22.97563,Entire home/apt,77,1,232,2024-11-10,2.01,9,267,4,00002931076
6773050,Penthouse in the City Centre !!,25211962,Elina,,Thessaloniki,40.63547,22.93888,Entire home/apt,,3,83,2024-11-08,0.73,1,0,16,00000012348
6781712,Cozy & central flat with great view,35502056,Asteropi,,Thessaloniki,40.62205,22.9539,Private room,75,5,52,2022-09-11,0.45,1,365,0,00000161024
6831358,Trie City Experience,6077150,Stergios,,Thessaloniki,40.62928,22.94926,Entire home/apt,,3,183,2024-07-24,1.59,1,11,3,00000459915
7078544,F & B Collection - Escape Avenue URBAN,31131449,Dimitris,,Kalamaria,40.58343,22.96511,Entire home/apt,59,7,134,2024-06-02,1.18,57,357,8,00002533720
7609332,Ιn the heart of Thessaloniki 4 bd 180sqm apt,9531550,Katerina,,Thessaloniki,40.62995,22.94825,Entire home/apt,108,2,379,2024-12-09,3.33,14,283,50,00001111422
7663345,"A pleasant,sunny,spacious apartment",20775926,Joanna,,Thessaloniki,40.60205,22.96922,Entire home/apt,60,1,37,2024-02-04,0.34,1,329,3,00001130024
7710541,Tailor's Suites #1,40505568,Thanos,,Thessaloniki,40.6394717,22.9384145,Entire home/apt,78,1,59,2024-12-14,2.62,2,354,27,00002470248
7721006,Άνετο vintage διαμέρισμα με μεγάλο μπαλκόνι,25979571,Vasilia,,Thessaloniki,40.63551,22.95409,Entire home/apt,34,7,35,2022-09-27,0.33,1,354,0,00002248380
7766335,SWEET  Home 15'from airport @15'from center,40585741,Χριστινα,,Thessaloniki,40.60098,22.96422,Entire home/apt,32,2,276,2024-12-22,2.44,1,177,32,00000378810
8163226,Single room,43087202,Dimitra,,Ampelokipon – Menemeni,40.65041,22.93347,Private room,18,14,21,2024-10-15,0.21,2,337,5,00000239172
8214869,Downtown Central Cozy3BD - #8Design Flat,10654206,Alexandra,,Thessaloniki,40.63719,22.95002,Entire home/apt,66,1,716,2024-12-20,6.35,28,336,112,00000361169
8289122,"Modern, central penthouse with view.",43704234,Elen,,Thessaloniki,40.6471061706543,22.918548583984375,Entire home/apt,70,3,144,2024-11-12,1.32,1,359,6,00002700223
8330733,Villa in Thessaloniki,43914534,Anastasios,,Pilea – Chortiatis,40.57767,23.03114,Entire home/apt,336,3,42,2024-08-31,0.38,1,363,1,00000097550
8350326,"""Feels like taking home with you""!",8862760,Aimilios,,Kalamaria,40.58279,22.9658,Entire home/apt,58,2,38,2024-10-28,0.34,1,177,7,00000201604
8421814,The most central apartment for 4 people!,43867149,Thekla,,Thessaloniki,40.63437,22.9455,Entire home/apt,81,1,137,2024-12-12,1.22,1,169,9,00001651848
8537784,Downtown in Old Town with view!,44948995,Maro & Anna,,Thessaloniki,40.63928,22.95502,Entire home/apt,50,15,95,2024-10-02,0.86,1,176,2,00000288889
8540269,Vintage 1930's flat in the center of Thessaloniki,44960779,George,,Thessaloniki,40.63995,22.94543,Entire home/apt,46,2,219,2024-11-27,2.65,1,180,8,00000037066
8609770,Passer Domesticus - Unique Living,24114811,Babis,,Thessaloniki,40.63712,22.93944,Entire home/apt,87,2,84,2024-10-29,0.94,1,176,3,00000328868
8610663,5* LOFT PILAIA -splendid view 360*,35478692,Paris,,Pilea – Chortiatis,40.60246,22.99553,Entire home/apt,59,3,49,2024-11-15,0.45,1,31,2,00000162447
8820310,The SuperHeroes Apartment,1900494,Vassilis,,Thessaloniki,40.59944,22.97574,Entire home/apt,200,3,74,2024-07-11,0.67,1,233,4,00000434923
8987878,Elegant studio in Aristotelous Square,37912682,Βασιλικη,,Thessaloniki,40.63295,22.94004,Private room,70,3,134,2024-11-18,1.21,1,354,16,00000328857
9020776,Modern Cozy Studio (city center),24759607,Georgios,,Thessaloniki,40.6407,22.93661,Entire home/apt,36,4,182,2024-10-24,1.65,1,169,18,00000384426
9152529,Comfortable rooms 15' min to center.,25449575,Jannis,,Thessaloniki,40.61383,22.97486,Private room,23,1,117,2024-12-15,1.06,2,347,20,00001676557
9184637,Lovely flat at the historic center,47786468,Gregory,,Thessaloniki,40.6304,22.951,Entire home/apt,60,31,56,2020-02-16,0.52,1,0,0,00000256438
9248334,"Central, bright 2-BD Apt. WiFi, in a prvt building",48055342,Pavlos And Ioanna,,Thessaloniki,40.63813,22.95126,Entire home/apt,68,3,97,2024-10-28,0.96,2,353,2,00000168347
9327845,"Sweet Home 1 # Natural Life, 20' from city center",43603727,Ioanna - Kostas,,Neapolis – Sykeon,40.65562057495117,22.9864444732666,Entire home/apt,55,2,38,2024-10-29,0.36,2,154,12,00000477107
9894057,Old-Town Apartment,38018322,Pantelis,,Thessaloniki,40.63903,22.95591,Entire home/apt,120,1,325,2024-09-02,2.96,1,327,5,00000075292
10133783,Thess1Home Premium [new 2016],34979760,Panagiotis,,Kalamaria,40.57659,22.96432,Entire home/apt,103,1,350,2024-09-29,3.22,9,232,5,00002465960
10483750,CITY CENTRAL 1 BEDROOM FLAT,54039142,Dimitris,,Thessaloniki,40.63305,22.94936,Entire home/apt,23,1,28,2021-07-21,0.26,1,238,0,00000157608
10579877,Sunny & Happy historic center,3688135,Marianna,,Thessaloniki,40.63202244549462,22.952944278717062,Entire home/apt,78,2,130,2024-11-18,1.23,1,246,23,00000427734
10983314,"Balcony #5Design - SeaSideView, CityCenter Studio",10654206,Alexandra,,Thessaloniki,40.63176,22.94171,Entire home/apt,38,1,810,2024-12-20,7.51,28,352,88,00000529248
10988905,"Central, smart choice for 1 - 4 prs",57017231,Anninos,,Thessaloniki,40.61398,22.95581,Entire home/apt,43,3,92,2024-04-15,0.86,1,161,1,00000289500
11001184,modern&comfortable apartment  Euosmos Thessaloniki,57087329,Anastasia,,Kordelio – Evosmos,40.66664,22.91616,Entire home/apt,65,2,40,2024-09-07,0.38,1,358,2,00000143231
11033155,Spiti mas,47104896,Κωνσταντίνος,,Thessaloniki,40.5992577,22.95498,Entire home/apt,70,2,2,2024-10-28,0.81,1,354,2,00002860896
11297354,Acheiropoietos Apartment,25201186,Vasilis,,Thessaloniki,40.63513946533203,22.94681167602539,Entire home/apt,118,2,11,2024-11-10,0.15,1,243,3,00000462280
11307085,Apartment Thessaloniki,26302519,Joulia,,Thessaloniki,40.60729,22.96807,Entire home/apt,78,2,11,2024-02-05,0.13,1,173,1,00000370843
11333610,Comfortable rooms 15' min to center,25449575,Jannis,,Thessaloniki,40.61432,22.97565,Private room,23,1,112,2024-10-15,1.05,2,299,10,00001676599
11382498,MaziRooms 1.1,59687021,Pau,,Thessaloniki,40.63797,22.94272,Entire home/apt,87,2,188,2024-10-13,1.75,14,266,9,00002294476
11415222,#FLH - Authentic Retro Flat in CityCenter,9244884,FeelsLikeHomeGR,,Thessaloniki,40.62999,22.95225,Entire home/apt,136,1,103,2024-11-17,0.97,17,101,6,00002504454
11462299,"Amazing view,downtown luxurious 2bd",16478745,Ioanna,,Thessaloniki,40.63039326011929,22.949924057671712,Entire home/apt,99,2,341,2024-12-01,3.26,6,342,42,00003013990
11541483,Downtown apartment,60890376,Mariam,,Thessaloniki,40.621895,22.953457,Entire home/apt,65,1,174,2024-10-06,1.65,1,314,8,00001869877
11543735,Apartment in Thessaloniki with Netflix!,57991167,Giannis,,Thessaloniki,40.60467,22.96053,Entire home/apt,49,30,75,2024-03-14,0.70,1,0,1,00000129578
11651643,City center elegant loft,36326447,Stamatis,,Thessaloniki,40.63377,22.94019,Entire home/apt,170,3,59,2019-07-25,0.66,2,276,0,00000209181
11663126,"Modern Urban Studio, Skg City Centre",5617850,Tina,,Thessaloniki,40.63129,22.94986,Entire home/apt,49,15,123,2024-10-13,1.16,2,31,6,00000935012
11663312,Εthnic apartment in heart of city centre,5617850,Tina,,Thessaloniki,40.63127,22.94997,Entire home/apt,60,5,102,2024-10-31,0.96,2,53,1,00002969757
11789259,Lovely Studio in old city center with priv Parking,193416558,Vasilis,,Thessaloniki,40.6387107,22.9554154,Entire home/apt,51,3,122,2024-11-14,1.16,1,79,9,00000260808
11856321,Classic Villas Ouziel,13574689,Stelios,,Thessaloniki,40.5947,22.95292,Entire home/apt,285,4,26,2023-09-02,0.24,1,356,0,0933Κ91000768401
11926568,"BIG MODERN CENTER APARTMENT, BALCONY AND PARKING#1",59212565,Dimitris,,Thessaloniki,40.64631,22.9252,Entire home/apt,103,1,492,2024-12-19,4.62,1,149,82,00000538605
12070194,apartment Nikos,17305188,Nikolaos,,Kalamaria,40.57752,22.9514,Entire home/apt,90,7,10,2023-11-06,0.10,1,92,0,00000007814
12085965,The NEW Aristotelous Boarding house 90 τ.μ sq.m,31923782,Theodora,,Thessaloniki,40.6333,22.94074,Entire home/apt,250,1,7,2024-10-26,0.07,1,131,1,00002279819
12106564,Upper 6 Residence,64917515,Jose,,Thessaloniki,40.638004,22.94009,Entire home/apt,190,3,71,2024-10-19,0.68,1,222,8,00000619201
12145518,"karen studio in Old Town, Thessaloniki",22756563,Konstantinos,,Thessaloniki,40.63917,22.95615,Entire home/apt,39,7,44,2024-10-29,0.45,1,32,9,00000295954
12163783,Central 2-room apartment,45888139,Olia & Stelios,,Thessaloniki,40.62859,22.953062,Entire home/apt,55,2,200,2024-12-01,1.98,1,163,20,00000291461
12238767,"Thess1Home Relax [new, May 2016]",34979760,Panagiotis,,Pilea – Chortiatis,40.59152,22.97576,Entire home/apt,91,1,163,2024-09-18,1.56,9,140,13,00002930892
12262261,#FLH - Ethnic Flat next to St. Dimitrios Church,9244884,FeelsLikeHomeGR,,Thessaloniki,40.63728,22.94701,Entire home/apt,95,1,72,2024-08-18,0.68,17,120,5,00002836041
12293989,Penny's luxury city apartment,14950487,Panagiota,,Thessaloniki,40.64474365040625,22.941653088885502,Entire home/apt,85,1,4,2024-10-13,0.23,1,348,2,00002120476
12360708,Modern Central Fully Equipped Apart,29452692,Dimitris And Paki,,Thessaloniki,40.618106842041016,22.954917907714844,Entire home/apt,100,2,127,2023-11-14,1.20,1,352,0,00000554944
12372555,"Amazing location, with bay views!",53772040,Rolando,,Thessaloniki,40.60738,22.95249,Entire home/apt,31,2,28,2024-07-14,0.27,1,323,1,00000410695
12472289,Center/Bright/Balcony/Great view/WF,103972835,Christina,,Thessaloniki,40.63528,22.95292,Entire home/apt,58,2,278,2024-11-23,2.66,4,164,28,00000495931
12606597,Studio 48,54756606,Roxani,,Pilea – Chortiatis,40.58685,23.03448,Entire home/apt,100,3,2,2023-09-11,0.02,1,359,0,1006290
12654178,Feel like home,49978437,Magdalena,,Thessaloniki,40.63794,22.93946,Entire home/apt,45,2,141,2024-12-07,1.37,1,221,25,00000574440
12759457,Terrace studio in Old Town,43526191,Kelly,,Thessaloniki,40.64059,22.95602,Entire home/apt,,3,142,2024-11-26,1.37,1,0,12,00000027429
12765235,Luxury Living Apartments And Spa- No21,53934947,Vasilis,,Thessaloniki,40.63034,22.94695,Entire home/apt,156,1,8,2024-10-20,0.09,7,354,3,00000023443
12767915,Luxury Living Apartments - No22,53934947,Vasilis,,Thessaloniki,40.63034,22.94695,Entire home/apt,193,1,6,2022-11-06,0.06,7,358,0,00000008520
12820336,lovely little quiet apartment,69929135,Elena,,Pavlou Mela,40.68322,22.93438,Entire home/apt,31,2,70,2023-07-02,0.67,1,56,0,00001369903
12839242,Million dollars view,70104544,Κωνσταντινος,,Thessaloniki,40.64123,22.95175,Entire home/apt,45,2,133,2021-10-26,1.27,1,325,0,00000144789
12926477,white tower city center loft,70494327,Hlias,,Thessaloniki,40.62753,22.94931,Entire home/apt,63,1,288,2024-12-01,4.22,2,72,59,00001751175
13113431,"The Little GReeNce, by Zormir! The one and only!",32221596,Dimitrios,,Thessaloniki,40.63422,22.95365,Entire home/apt,16,90,38,2020-02-28,0.37,1,364,0,
13118440,I love this place,72982575,Jenny,,Thessaloniki,40.59691,22.9733,Entire home/apt,70,4,6,2021-09-05,0.06,1,7,0,00000504540
13218557,Mazi Rooms 1.2,59687021,Pau,,Thessaloniki,40.63812,22.94275,Entire home/apt,86,2,134,2024-08-25,1.29,14,269,1,00002294582
13223162,Cosy modern apartment,71808744,John,,Thessaloniki,40.59188,22.96074,Entire home/apt,50,2,128,2024-09-07,1.23,1,139,2,00000362650
13240426,"Comfortable, Bright, 71 m²  (Easy free parking)",74062141,Κώστας,,Neapolis – Sykeon,40.6519928,22.9484445,Entire home/apt,90,3,184,2024-11-10,1.77,1,349,26,00000044475
13277703,villa loco lav,74839332,Κωστας,,Thessaloniki,40.60199,22.97101,Entire home/apt,100,10,5,2016-09-24,0.05,1,89,0,
13311881,"Penthouse apartment with view, close to the center",75230884,Amalia,,Neapolis – Sykeon,40.64901,22.93844,Entire home/apt,34,2,307,2022-07-30,2.97,1,268,0,00000337588
13440422,♣ Modern Apartment with Terrace ♣,17489165,Andrew,,Thessaloniki,40.63815,22.93667,Entire home/apt,54,4,104,2023-12-08,1.00,3,276,0,00002500095
13511324,Bright Charming Apartment,77554386,Yannis,,Thessaloniki,40.64497,22.92974,Entire home/apt,60,3,51,2024-11-15,0.50,1,28,10,00000418796
13579817,Apartment in listed building in historical centre,78373548,Dimitris-Ioanna,,Thessaloniki,40.631462,22.947037,Entire home/apt,108,1,141,2024-11-13,1.37,1,199,17,00000453877
13637342,Family friendly apartment,79093986,Ioanna,,Kalamaria,40.56893,22.96022,Entire home/apt,51,2,57,2024-12-16,0.61,1,78,11,00000012742
13721480,Escape ... in style // Downtown Seaside Gate_301,80206409,Mike,,Thessaloniki,40.63145,22.94071,Entire home/apt,38,1,371,2024-12-08,3.62,12,335,39,00003014010
13814156,Cosy 1 bedroom apartment at the heart of the city,81323610,Galateia,,Thessaloniki,40.63039,22.95314,Entire home/apt,67,2,31,2024-11-11,0.30,1,100,5,00002841923
13870009,Escape ... in style // Downtown Seaside Gate_302,80206409,Mike,,Thessaloniki,40.63176,22.94171,Entire home/apt,47,1,308,2024-12-09,3.00,12,330,26,00003014068
13886914,Escape ... in style // Downtown Seaside Gate_304,80206409,Mike,,Thessaloniki,40.63176,22.94171,Entire home/apt,39,1,377,2024-12-08,3.71,12,333,22,00003014111
13887094,Escape ... in style // Downtown Seaside Gate_305,80206409,Mike,,Thessaloniki,40.63176,22.94171,Entire home/apt,55,1,285,2024-11-17,2.78,12,331,17,00003014169
13888976,Beautiful Cosy Sea view Apartment near CityCenter!,75326711,Vagelis,,Thessaloniki,40.64239,22.94914,Entire home/apt,50,2,79,2024-10-01,0.77,3,207,7,00000487443
13894892,Mazi Rooms 1.3,59687021,Pau,,Thessaloniki,40.63807,22.94273,Entire home/apt,87,2,248,2024-10-26,2.42,14,260,14,00002294678
13903922,Escape ... in style // Downtown Seaside Gate_306,80206409,Mike,,Thessaloniki,40.63176,22.94171,Entire home/apt,36,1,365,2024-12-01,3.57,12,332,17,00003014180
13909705,Ημιυπογειο στουντιο με κηπο στο κεντρο της πολης,82496628,Stella,,Thessaloniki,40.64217,22.95107,Entire home/apt,,5,8,2024-07-19,0.09,1,0,1,00000277312
13992175,Magnificent view  Loft Near CityCenter,75326711,Vagelis,,Thessaloniki,40.64155,22.94931,Entire home/apt,45,2,146,2024-11-18,1.43,3,218,9,00000487352
13993488,Dreamy Attic Roomy Sea View Loft near City Center,75326711,Vagelis,,Thessaloniki,40.64337,22.94978,Entire home/apt,42,2,117,2024-12-15,1.15,3,349,9,00000487545
14078585,CENTRAL APARTMENT,148500579,George,,Thessaloniki,40.63614,22.94994,Entire home/apt,500,10,192,2020-06-10,1.87,1,365,0,00000870143
14135392,Luxury Living Apartments - No31,53934947,Vasilis,,Thessaloniki,40.63034,22.94695,Entire home/apt,146,1,3,2024-07-04,0.03,7,350,1,00000023560
14227611,Your SKG House /Unique View/Kid Friendly/P/2bdrms,44486345,Αντώνιος-Πηνελόπη,,Thessaloniki,40.62142,22.9577,Entire home/apt,106,2,123,2024-11-03,1.23,2,340,9,00000177613
14242961,Waterfront #22Design - CozyCityCenter Flat,10654206,Alexandra,,Thessaloniki,40.63176,22.94171,Entire home/apt,35,1,644,2024-12-21,6.35,28,346,95,00000379857
14243826,Waterfront #21Design - CozyCityCenter Flat,10654206,Alexandra,,Thessaloniki,40.63176,22.94171,Entire home/apt,63,1,732,2024-12-11,7.18,28,338,94,00000379915
14246128,Waterfront #24Design - CozyCityCenter Flat,10654206,Alexandra,,Thessaloniki,40.63176,22.94171,Entire home/apt,35,1,600,2024-12-20,5.88,28,332,68,00000379835
14246384,Waterfront #23Design - CozyCityCenter Flat,10654206,Alexandra,,Thessaloniki,40.63175964355469,22.941707611083984,Entire home/apt,35,1,619,2024-12-15,6.07,28,322,80,00000379846
14246742,Waterfront #25Design - CozyCityCenter Flat,10654206,Alexandra,,Thessaloniki,40.63177,22.94171,Entire home/apt,40,1,593,2024-12-13,5.81,28,324,80,00000379788
14247504,Waterfront #26Design - CozyCityCenter Flat,10654206,Alexandra,,Thessaloniki,40.63176,22.94171,Entire home/apt,69,1,718,2024-12-20,7.10,28,351,105,00000379700
14325198,Cosy flat in city center,43317900,Anna,,Thessaloniki,40.63329,22.94866,Entire home/apt,80,30,0,,,1,364,0,
14333612,Aristotelous Modern Flat,68821322,Nektarios,,Thessaloniki,40.6374,22.94383,Entire home/apt,84,2,233,2024-12-09,2.29,1,232,30,00000041159
14617345,Home sweet Home!,43812179,Christopher,,Thessaloniki,40.61137,22.95806,Entire home/apt,260,3,46,2024-08-16,0.46,1,245,3,00000137465
14765140,Stylish Apartment 80sq.m in the heart of the city,92089947,Lianna,,Thessaloniki,40.63508,22.94791,Entire home/apt,70,2,7,2017-08-05,0.07,1,356,0,
14796869,Tiny Loft Studio 17m² in the heart of Thessaloniki,32602396,Dimitrios,,Thessaloniki,40.63396,22.94563,Entire home/apt,30,2,207,2024-06-20,2.06,1,126,12,00000982674
14890837,Modern Turnkey 1Bdr+ 2nd study room- near sea,24603505,Daisy,,Thessaloniki,40.59414,22.95301,Entire home/apt,85,7,2,2023-02-28,0.07,1,358,0,00001489955
14896655,Luxurious Maisonette in Thessaloniki,93491611,Maria,,Thessaloniki,40.62442,22.97275,Entire home/apt,137,2,69,2024-09-10,0.69,1,279,2,00001853277
14915461,Sweet Home!!,77882456,Kalliniki,,Thessaloniki,40.60401,22.96226,Entire home/apt,30,2,200,2024-12-08,1.98,2,317,26,00000573763
14926217,Stellar Penthouse City Center,9823777,Augusta,,Thessaloniki,40.63907,22.94966,Entire home/apt,61,2,115,2024-11-11,1.20,1,359,6,00000302442
14972838,GINA'S APARTMENT,94316012,Asteris,,Thessaloniki,40.600174,22.956545,Entire home/apt,70,2,22,2023-06-05,0.63,1,104,0,00001422930
15004759,Remodeled Apartment with Terrace in the City Center,16140365,Harry,,Thessaloniki,40.62135,22.95513,Entire home/apt,54,2,111,2023-10-08,1.10,1,291,0,00000099529
15217155,Lovely place in the Centre of Thess!!,96689226,Ioannis,,Thessaloniki,40.63140106201172,22.949634552001953,Entire home/apt,,3,35,2023-05-01,0.35,1,85,0,00000366065
15253183,"Warm, cozy & comfortable apartment!!",93261263,Christos,,Thessaloniki,40.64877,22.91986,Entire home/apt,,2,42,2022-10-15,0.42,1,0,0,00000038470
15277594,Elegant Supercentral Apartment,97216720,Petros,,Thessaloniki,40.63194,22.94368,Entire home/apt,69,2,85,2024-11-07,0.95,1,289,11,00000017798
