id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
742112266904286567,Fully Equipped apartment next to the Subway stop!,11223389,Ioannis,,Thessaloniki,40.6459224,22.9301531,Entire home/apt,60,3,48,2024-12-10,1.83,1,232,25,00001802054
742960021144269618,iN25G,462568061,Αθανάσιος,,Thessaloniki,40.61142177641962,22.963653691112995,Entire home/apt,51,2,13,2024-11-04,0.54,2,257,7,00001599749
743226296782879196,#Alice by halu! Apartments,251290631,Halu,,Thessaloniki,40.63238,22.94756,Entire home/apt,,1,10,2024-10-25,0.41,92,0,5,00002459529
743289457751806213,ThesSpacious Apartment,484615940,Paraskevi,,Thessaloniki,40.63919490000001,22.9396479,Entire home/apt,80,2,5,2023-04-02,0.20,1,251,0,00001840422
743385498100627798,"Vesper Apartment #1, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.63765,22.93822,Entire home/apt,165,2,78,2024-11-18,2.96,175,172,31,00001767291
743511569780540735,Amazing apartment SKG center,63925795,Rania,,Thessaloniki,40.6049131,22.960478,Entire home/apt,,2,38,2024-06-30,1.47,1,0,14,00001804589
743900462081391423,Lovely 2 bedroom apartment in Thessaloniki,17404160,Grisha,,Neapolis – Sykeon,40.64471,22.95518,Entire home/apt,40,5,10,2024-12-01,0.50,2,337,7,00002551739
744024134145998799,Modern & Convenient APT near city center/Welcome#3,22448391,Giorgos,,Thessaloniki,40.6197244,22.9568626,Entire home/apt,33,2,40,2024-11-24,1.56,3,138,18,00001804594
744640204443284453,"Vesper Apartment #2, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.63784,22.93767,Entire home/apt,166,2,8,2024-11-27,0.37,175,172,6,00001767244
744684493835544031,Όμορφο διαμέρισμα σε πολυκατοικία στην Θεσσαλονίκη,423865899,Kalliopi,,Thessaloniki,40.61949,22.95849,Entire home/apt,46,2,34,2024-09-26,1.29,1,268,5,00001801127
744836065090574815,THEss OLD TOWN 3 ( free private parking),470416056,Στρατης,,Thessaloniki,40.638334,22.95476,Entire home/apt,80,2,32,2024-12-14,1.44,1,80,15,00002994477
745665590435061382,Eclectic Luxury 2 (free parking place),186568120,Foteini,,Thessaloniki,40.64462,22.9254,Entire home/apt,59,1,14,2024-07-19,0.57,8,345,6,00002294890
746288236636503768,Irinis Twins apt #1,144328548,Maria,,Thessaloniki,40.6418191,22.9357383,Entire home/apt,,2,14,2024-02-04,0.54,2,0,2,00001806354
746346386661695635,"Peaceful Lovely, 1st floor flat with Fast Internet",14851039,Nandia,,Thessaloniki,40.63252,22.95001,Entire home/apt,59,2,40,2024-12-15,1.54,3,351,18,00002462582
746709484669181963,Dreamy Apartment City Center 11 thesbnbgr,379910184,Νικόλαος,,Thessaloniki,40.6369477,22.9522056,Entire home/apt,84,2,9,2024-11-26,0.35,31,336,4,00001844180
746757355383194950,CC Urban Studio,48791781,Sofia,,Thessaloniki,40.606824891282265,22.961322344774615,Entire home/apt,46,3,13,2024-10-28,0.54,2,143,4,00001804467
747751085511920452,ARES - Suite,404625147,Angelos,,Thessaloniki,40.63547,22.9524,Entire home/apt,51,3,0,,,3,300,0,00001597012
749171477095284263,ΣπHomeThessaloniki!,485663092,Ira,,Thessaloniki,40.60011,22.96562,Entire home/apt,45,1,3,2023-05-01,0.11,1,362,0,3377225
749950988467422337,Luxury Downtown Apartment C1,485800812,Kinfeel North,,Thessaloniki,40.63341913325506,22.944184052725305,Entire home/apt,140,1,82,2024-12-19,3.18,8,318,23,00001808438
751174421855402400,Modern Central 1- bedroom apt. in Thessaloniki,27978979,George,,Thessaloniki,40.63334,22.9552,Entire home/apt,75,1,2,2023-11-12,0.13,1,263,0,00001810378
751209329292893129,C.8 Indigo&Leon  #suite_in_city_center,32216964,George,,Thessaloniki,40.6405809,22.9298416,Entire home/apt,70,2,28,2024-05-16,1.10,16,236,6,00001804159
752169274359150940,Ladadika sea view 101｜near Aristotle Square,337330816,Allen,,Thessaloniki,40.63586,22.935,Entire home/apt,66,1,108,2024-11-13,4.44,4,352,33,Exempt
752633314307481818,cozy apartment,250239088,Theodora,,Thessaloniki,40.63242,22.94713,Entire home/apt,84,3,7,2024-01-22,0.27,1,83,3,00001811545
753524380364339055,Vivi's home,119836244,Βασιλικη,,Thessaloniki,40.61429,22.95591,Entire home/apt,42,3,32,2024-11-25,1.31,1,158,16,00001829484
753720880732440002,Hermes Apartment at Aristotelous | Midas Home,158095749,Νίκος,,Thessaloniki,40.63577,22.9425,Entire home/apt,184,2,13,2024-07-31,0.51,6,317,2,00001812244
754760912608063715,PM - In the heart of Thessaloniki,25320105,Manos,,Thessaloniki,40.63114483205932,22.947431355714798,Entire home/apt,143,2,19,2024-10-07,0.76,3,333,8,00001984501
754794925200159993,Newbuild superfresh n2 studio-apartment_SKG,138923036,Κατερινα,,Ampelokipon – Menemeni,40.65057944900291,22.91478719562292,Entire home/apt,30,1,11,2024-09-29,0.43,1,294,5,00001812775
754830981243484772,#B~ Ioanna's Apartments,434347481,Ioanna Apartments,,Kordelio – Evosmos,40.66652,22.9036,Entire home/apt,45,2,89,2024-12-08,3.45,21,341,36,00001812935
755067807038337296,Menta Studios 8,174941806,Ioannis,,Thessaloniki,40.6418347,22.9335042,Entire home/apt,,1,37,2024-12-05,1.43,2,4,11,1728704
756510429439984554,PEARL Studio ( free private parking),302947153,George,,Thessaloniki,40.6383205,22.9549095,Entire home/apt,62,2,44,2024-12-01,1.76,8,81,28,00001815196
757318662595325620,Luxury Downtown Apartment C2,485800812,Kinfeel North,,Thessaloniki,40.63339832898708,22.94432210304107,Entire home/apt,224,1,80,2024-12-06,3.11,8,313,29,00001808443
757659687138972620,Vasou no7 Apartment no1,233599991,Χρήστος,,Thessaloniki,40.63281569999999,22.9516094,Entire home/apt,128,1,13,2023-06-15,0.52,30,327,0,00001814721
758470882478007939,Green studio,219296169,Iosif,,Thessaloniki,40.59796,22.95588,Entire home/apt,47,2,33,2024-09-24,1.29,2,115,6,00001817201
758537402380430065,"Yellow Door, Nilie Hospitality MGMT",239769711,Nilie Premium Hospitality MGMT,,Thessaloniki,40.63489,22.93756,Entire home/apt,66,1,45,2024-12-09,1.76,284,295,32,1823400
758563335295203949,Mythos #1 apartment (Kalliston),303891297,Kalliston,,Thessaloniki,40.63844,22.9445,Entire home/apt,85,3,41,2024-11-24,1.62,4,164,23,00001819449
758619422816108960,Purple studio,219296169,Iosif,,Thessaloniki,40.5995,22.95735,Entire home/apt,44,2,37,2024-09-30,1.45,2,115,15,00001817217
759334518531659543,"Bliss #6, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.64164,22.93646,Entire home/apt,524,2,11,2024-04-01,0.49,175,167,1,00001828376
759432648657167159,Homevision - Stylish & Serene Condo - City Center,515398068,Homevision,,Thessaloniki,40.63237,22.9486,Entire home/apt,173,2,44,2024-11-20,1.76,12,350,14,00001828461
759874237222606906,"Bliss #5, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.64307,22.93474,Entire home/apt,90,2,31,2024-11-27,1.28,175,176,20,00001828334
759882608575162029,"Bliss #3,  The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.64301,22.93542,Entire home/apt,95,2,35,2024-11-06,1.43,175,168,7,00001828355
759884942526190927,"Bliss #2, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.64251,22.93629,Entire home/apt,111,2,43,2024-11-23,1.78,175,173,19,00001828334
759904762115950202,"Bliss #1, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.64242,22.936,Entire home/apt,94,2,37,2024-12-10,1.65,175,172,25,00001828329
760107611282366938,Menta Studios 2,174941806,Ioannis,,Thessaloniki,40.64098,22.93305,Entire home/apt,76,1,102,2024-12-15,4.00,2,4,49,1728805
760147019391924624,Cozy three BDRMS central APT at five Filippou str,487432055,Τάσος,,Thessaloniki,40.6393112,22.9419797,Entire home/apt,200,2,37,2024-12-01,1.46,1,12,12,00001819428
760788421735036104,Jacuzzi Suite No61,53934947,Vasilis,,Thessaloniki,40.6004876,22.9545884,Entire home/apt,180,1,22,2024-10-28,0.86,7,358,6,00000550713
762908332441232017,DeKo Penthouse Suite,214875317,DeKo,,Thessaloniki,40.6325162,22.945396,Entire home/apt,105,2,6,2023-08-07,0.24,4,163,0,00002811003
763549993753011184,F & B Collection - City Central 2 Bedroom Suite,31131449,Dimitris,,Thessaloniki,40.63051,22.951656,Entire home/apt,,7,41,2024-11-26,1.63,57,356,13,00001795384
763698320578684092,F & B Collection - 2 Bedroom Flat,31131449,Dimitris,,Thessaloniki,40.6401612,22.9373673,Entire home/apt,116,7,18,2024-10-03,0.72,57,353,8,00000428159
763760015816433488,Nike appartment,488249523,Νικος,,Thessaloniki,40.61544,22.97855,Entire home/apt,99,1,0,,,1,363,0,00025977854
764364052621533996,Cozy Modern 2 Bedroom Apartment in Thessaloniki,94474413,Roman,,Ampelokipon – Menemeni,40.65525,22.91951,Entire home/apt,63,1,75,2024-12-15,3.16,1,350,36,00001825652
766643676801777171,Jacuzzi Suite no62,53934947,Vasilis,,Thessaloniki,40.6004876,22.9545884,Entire home/apt,180,1,24,2024-12-10,1.02,7,346,9,00000550702
766742171519893726,"Sea la vie apartment, Vesta Philoxenia",336527202,Vesta Philoxenia,,Thessaloniki,40.60861,22.95095,Entire home/apt,,3,19,2024-11-11,0.76,38,0,8,00002500213
767201386331245978,Lovely small apartment #2,44750245,Guy,,Thessaloniki,40.63751,22.95035,Entire home/apt,54,2,5,2024-11-14,0.25,3,248,3,00001994042
767286734397914299,Ζεστός χώρος στο κέντρο,488974134,Γεωργιος,,Thessaloniki,40.64135,22.93594,Entire home/apt,50,2,2,2023-02-05,0.08,1,358,0,Exempt
767420206021641367,2 bedroom flat in Sykies,19572831,Effie,,Neapolis – Sykeon,40.65227278865433,22.954636439681053,Entire home/apt,45,2,22,2024-11-18,1.15,1,113,12,00002478216
767929943883702028,Sofmare City Apartment,458887158,Eleni,,Thessaloniki,40.637146124627115,22.94417643809816,Entire home/apt,100,2,37,2024-11-14,1.71,1,86,12,00001841184
770260219902358909,Silver apartment,57594898,Μαρια,,Kalamaria,40.58571,22.94499,Entire home/apt,,3,24,2024-09-21,0.98,1,0,7,00001845559
770743710689954200,Minimal style apartment,75541856,Yannis,,Thessaloniki,40.60129371916811,22.957578057672126,Entire home/apt,65,7,6,2023-03-12,0.25,1,360,0,00001830556
771057467593571015,Διαμέρισμα στο πάρκο,489616469,Αθανάσιος,,Thessaloniki,40.63961,22.9517,Entire home/apt,47,5,25,2024-09-28,1.01,1,98,3,00001831819
771617700626123863,"AdoorAble #1, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.63878,22.93776,Entire home/apt,92,2,39,2024-12-10,1.64,175,157,9,00001830885
771624332433455919,"AdoorAble #2, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.63756,22.93749,Entire home/apt,98,2,37,2024-12-03,1.65,175,174,16,00001830890
771641277685467355,"AdoorAble #3, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.63895,22.93799,Entire home/apt,92,2,20,2024-11-25,0.86,175,158,4,00001830902
772196665588202124,Urban Elephant Suites: Large double room + balcony,489707491,Urban,,Thessaloniki,40.64063,22.9272,Private room,69,1,57,2024-11-17,2.30,3,360,33,1215203
772309067684278566,"WallStreet #21, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.64112,22.9372,Entire home/apt,161,2,25,2024-09-28,1.12,175,171,4,00001846141
772311892391467827,"WallStreet #22, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.64121,22.93725,Entire home/apt,161,2,56,2024-11-22,2.29,175,172,22,00001846157
772314376473468132,"WallStreet #23, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.64217,22.93502,Entire home/apt,236,2,36,2024-12-09,1.48,175,169,15,00001846183
772315769826201694,"WallStreet #24, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.64048,22.9371,Entire home/apt,163,2,63,2024-12-07,2.60,175,172,26,00001846178
772316732437181519,"WallStreet #25, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.64274,22.93524,Entire home/apt,158,2,53,2024-11-12,2.31,175,172,19,00001846199
772318077143728900,"WallStreet #26, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.64205,22.93653,Entire home/apt,137,2,33,2024-12-06,1.37,175,175,13,00001846200
772319147307027524,"WallStreet #27, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.64136,22.93578,Entire home/apt,120,2,28,2024-11-03,1.15,175,176,10,00001846216
772553963292271116,Luxury studio with KING-SIZE bed,217110382,Giorgios,,Thessaloniki,40.6182606,22.9624305,Entire home/apt,100,3,1,2023-09-07,0.06,2,362,0,00001147929
773057254176322523,Gaia Studio 2,107373389,Anastasia,,Thessaloniki,40.63354986048131,22.938462893848442,Entire home/apt,80,2,3,2024-03-10,0.12,5,108,1,00002508552
773163974720082976,Μεζονέτα στο Πανόραμα με πισίνα,489978376,Γεωργιος,,Pilea – Chortiatis,40.580424863699285,23.00952361534426,Entire home/apt,350,2,2,2023-02-05,0.08,1,102,0,00001829724
774617146497126564,Διαμέρισμα Θεσσαλονίκη/Κ. Τουμπα,490211280,Αλεξάνδρα,,Thessaloniki,40.60999,22.97134,Entire home/apt,55,5,8,2024-10-11,0.44,1,166,5,00001839392
775162210963078522,Eclectic Dot 2 (free parking),186568120,Foteini,,Thessaloniki,40.64493,22.92332,Entire home/apt,56,1,4,2024-10-24,0.16,8,350,2,00002294843
775176612519793006,Central Luxury Apartment,446450968,Nikos,,Thessaloniki,40.6288905,22.9485318,Entire home/apt,136,2,31,2024-12-08,1.26,2,289,8,00001824969
775870750358203576,Porto Sea View Apartments-Tsimiski 78,372140900,Τουριστικά Καταλύματα PortoSeaView,,Thessaloniki,40.630860877495095,22.945873746032724,Entire home/apt,254,1,7,2024-10-04,0.32,40,341,4,00001818393
775914039561256426,Houseloft Rotunda Getaway,29565272,Houseloft,,Thessaloniki,40.6335976,22.9534239,Entire home/apt,176,1,20,2024-11-20,0.82,22,213,14,00001866845
776709465450897631,Old Town Luxe Suite W 100Mbps,490582655,Ali,,Thessaloniki,40.64253,22.94765,Entire home/apt,124,1,8,2023-12-26,0.33,1,30,1,00001818271
776977158857240799,ROOM 11 [Aristotelous Thessaloniki] and-Mykono,490635683,Viktoriya,,Thessaloniki,40.63363866919868,22.942035788360613,Entire home/apt,115,2,2,2023-01-07,0.08,1,24,0,Exempt
777393740134566527,master1 seaside lux apartment,490694538,Μιχαλης,,Thessaloniki,40.62805444953217,22.94652954232787,Entire home/apt,170,3,6,2023-07-04,0.26,1,45,0,00001816156
778046674717350197,Secret Colors of Thessaloniki,460542477,Alexandros,,Kalamaria,40.575892757703684,22.94935517013073,Entire home/apt,83,1,53,2024-12-11,2.21,4,274,23,00001815830
778386983298363421,Apollo's Apartment on Radio City Midas Home,158095749,Νίκος,,Thessaloniki,40.6161,22.95677,Entire home/apt,132,2,3,2023-11-16,0.13,6,352,0,00001839170
779037155828183820,Casa di famiglia 3,490955236,Ιωαννα,,Neapolis – Sykeon,40.6541352,22.9568176,Entire home/apt,150,2,0,,,7,129,0,00002605103
779054401448973106,Sunny apartment near city center,490957800,Olga,,Thessaloniki,40.6151393,22.9567766,Entire home/apt,50,2,20,2024-02-04,0.88,1,207,3,00001850017
779633508160439326,Artemis Apartment Midas Home Project,158095749,Νίκος,,Thessaloniki,40.61741,22.95521,Entire home/apt,132,2,14,2024-11-01,0.57,6,178,11,00001839324
780051376179593400,Διαμέρισμα στα γραφικά σοκάκια,477806628,Χρήστος,,Thessaloniki,40.6422814,22.9514072,Entire home/apt,60,2,7,2024-08-04,0.29,3,113,1,00002801593
780165532891255334,Danae Luxurious Suite #TIFHelexpo,278921038,Nikoleta,,Thessaloniki,40.6275639731947,22.952468582909958,Entire home/apt,78,2,10,2024-09-15,0.42,3,208,5,00001842447
780236629939937225,White Tower Studio Apartment~!,482985601,Ioanna Apartments,,Thessaloniki,40.6281687,22.9520852,Entire home/apt,45,2,105,2024-12-22,4.61,12,337,49,00001840262
780942481851675512,Studio6,194224482,George,,Thessaloniki,40.63531839416149,22.948755025863647,Entire home/apt,41,2,38,2024-10-01,1.69,7,358,19,00001854933
780948617011246896,Ophelia Luxurious Suite #TIFHelexpo,278921038,Nikoleta,,Thessaloniki,40.6281687,22.9520852,Entire home/apt,79,2,3,2024-09-16,0.12,3,211,1,00001842410
781600632752780912,"Jolie Suit Art- Design Pent House, near seafront",468535127,Wenjun,,Thessaloniki,40.61455996826895,22.957354187965393,Entire home/apt,104,2,25,2024-11-24,1.03,1,55,10,00001804834
781632647039518169,Loft Sokrates 18 B,40847564,Spyridon,,Thessaloniki,40.64104,22.93959,Entire home/apt,64,2,4,2024-05-20,0.34,5,360,4,Exempt
781668408148947668,Solo | Nomades Suites,491161577,Nikolas,,Thessaloniki,40.6348513,22.9365647,Entire home/apt,111,1,5,2024-11-03,0.21,4,343,1,00001827741
781703155273937473,Durata | Nomades Suites,491161577,Nikolas,,Thessaloniki,40.6348513,22.9365647,Entire home/apt,114,1,3,2024-07-24,0.12,4,352,1,00001827700
781706513090896965,Tempo | Nomades Suites,491161577,Nikolas,,Thessaloniki,40.6348513,22.9365647,Entire home/apt,106,1,1,2023-01-02,0.04,4,348,0,00001827783
781727150004368351,Grande | Nomades Suites,491161577,Nikolas,,Thessaloniki,40.6348513,22.9365647,Entire home/apt,132,1,3,2023-01-22,0.12,4,342,0,00001827762
781727544197558365,"WeStay Apartment #43, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.64111,22.93703,Entire home/apt,142,2,15,2024-11-19,0.61,175,177,7,00001540441
781731754336397297,"WallStreet #33, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.64084,22.93632,Entire home/apt,133,2,51,2024-12-05,2.25,175,176,33,00001537498
781745960942940989,"Stylish Suite #4, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.63791,22.93972,Entire home/apt,128,2,49,2024-10-29,2.02,175,169,13,00002692546
781749211250602083,"Penthouse Apartment #3, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.63766,22.93743,Entire home/apt,129,2,58,2024-11-28,2.36,175,175,32,00002991807
781790313511134775,Ancient Agora Central Living,192021753,Kosmas,,Thessaloniki,40.63662,22.94568,Entire home/apt,128,3,21,2024-12-02,0.87,2,298,14,00000955356
781823984844485284,Fori's Nest / SKG / 4P,491429613,Christoforos,,Thessaloniki,40.620867,22.9623514,Entire home/apt,52,2,26,2024-09-22,1.25,2,327,21,00001842548
782672750262349081,Elaiorama Apartment,180901227,Nikolaos,,Pilea – Chortiatis,40.60451,22.98597,Entire home/apt,66,1,16,2024-12-04,0.67,1,326,5,00002305425
782727173354465946,Van life CamperVan,18217265,Mavridis,,Neapolis – Sykeon,40.63523,22.96721,Entire home/apt,75,1,0,,,1,364,0,04495514000
783090274620300671,Κοντά στην παραλια της Καλαμαριας,155399708,Elena,,Kalamaria,40.57458341306459,22.959954001333255,Private room,21,2,31,2024-11-26,1.40,1,345,15,Exempt
783943819339156406,Ventura - Radio city #Skgbnb,1977386,Cristina&Tomas! Skgbnb,,Thessaloniki,40.61613,22.95701,Entire home/apt,80,2,50,2024-10-05,2.30,33,354,33,00002471988
784040650536610809,Ήσυχο διαμέρισμα 4ου ορόφου,110060937,Georgios,,Thessaloniki,40.61576,22.95807,Entire home/apt,,2,11,2024-10-06,0.45,1,0,3,00001837926
785289820175732840,ThessIkos,81117783,Nick,,Thessaloniki,40.6383068,22.9571774,Entire home/apt,35,1,0,,,1,169,0,00001833732
785545118753640549,Desperai accommodation center - Tower - TIF,492041535,Νικόλαος,,Thessaloniki,40.6290415,22.9526913,Entire home/apt,,3,66,2024-08-19,2.70,1,0,22,00001824257
786105801862653802,F & B Collection-Carpe Diem-Flat close to Rotunda,31131449,Dimitris,,Thessaloniki,40.6349464,22.9516552,Entire home/apt,167,7,30,2024-11-18,1.25,57,355,13,00001839712
786321206015218201,Happy Colors #2 flat downtown near St. Sophia,477912948,Alexander,,Thessaloniki,40.63234301177255,22.947803176939487,Entire home/apt,58,2,24,2024-07-27,0.99,1,78,4,00001846385
786653099191733357,ARES - Penthouse,404625147,Angelos,,Thessaloniki,40.6323106,22.9524671,Entire home/apt,117,2,11,2024-12-03,0.63,3,168,10,00001851922
786746742361900852,F & B Collection - Suite for 3,31131449,Dimitris,,Thessaloniki,40.639338,22.9386938,Entire home/apt,111,7,26,2024-11-11,1.11,57,347,5,00001822375
786811889717135403,Tailor's suites  #2,67280623,Maria,,Thessaloniki,40.639683593876434,22.938742212935196,Entire home/apt,80,1,42,2024-10-18,1.83,2,324,20,00002470307
786935950799612059,"Zeus 2-bdrm Apartment, Vesta Philoxenia",336527202,Vesta Philoxenia,,Thessaloniki,40.64285,22.9394,Entire home/apt,66,3,22,2024-10-29,0.91,38,29,6,00002501363
787567979233818161,Athina Pantheon mitropoleos,108395209,Dimitrios,,Thessaloniki,40.631458724727885,22.943451917196647,Entire home/apt,234,2,6,2024-07-05,0.25,1,28,3,00001848427
788128943289755678,Modern Central Studio,488339227,Sargis,,Thessaloniki,40.6344223,22.9499572,Entire home/apt,40,1,34,2024-06-09,1.77,1,207,14,00002084314
788130772792529386,Ζεστό και Άνετο Διαμέρισμα,492473004,Ελενη,,Thessaloniki,40.6036614,22.9622126,Entire home/apt,68,2,28,2024-12-02,1.21,1,170,10,00001832591
788259620405439313,Anastasios’ artwork apartment,262766879,Olga,,Thessaloniki,40.5975573,22.9562428,Entire home/apt,70,1,65,2024-12-20,2.69,2,355,27,00001867518
788461754746600841,Apartment with garden in Pilaia.,262766879,Olga,,Pilea – Chortiatis,40.59385,22.98822,Entire home/apt,70,1,74,2024-11-03,3.09,2,295,36,01019328086
790324153632007087,Macadamia - Agias Sofias square #Skgbnb,28267881,Tomas&Cristina! Skgbnb,,Thessaloniki,40.6325478,22.9442557,Entire home/apt,140,2,25,2024-03-01,1.12,30,85,4,00001864714
791084038785844549,F & B Collection - MiniLux Studio for 3,31131449,Dimitris,,Thessaloniki,40.6416131,22.942025,Entire home/apt,96,7,27,2024-12-09,1.36,57,355,18,00001953986
792211195558904520,Urban Green Loft,26574526,Pinelopi,,Thessaloniki,40.63767,22.93992,Entire home/apt,71,2,46,2024-12-01,2.25,1,244,25,00001922431
796228497404261429,Central Deluxe Studios SKG1,2295249,Angelos,,Thessaloniki,40.63921,22.93967,Entire home/apt,61,1,0,,,6,0,0,00001589007
796463687254421572,#Totti | City center Penthouse | Beautiful View!,494151768,Dimitrios,,Thessaloniki,40.631846823304734,22.944556698203087,Entire home/apt,100,2,122,2024-12-23,5.51,1,349,60,00001972976
797673994795625396,Sanderson Suite from k2properties,257956713,Natasa,,Thessaloniki,40.63451353926907,22.948901076057425,Entire home/apt,49,2,26,2024-10-30,1.15,9,178,12,1854519
799081412191067590,Elaiones house,494772639,Κώστας,,Pilea – Chortiatis,40.59903278582945,23.004151359200478,Entire home/apt,85,2,14,2024-06-25,0.89,1,175,6,00002303947
799735704690016680,Eptalofos Studio loft,128655344,Ioannis,,Ampelokipon – Menemeni,40.6538852162505,22.917213900000007,Entire home/apt,72,1,19,2024-12-15,0.81,3,350,8,00001870688
800581436389275570,Brand New Apartment Giovanna,206134494,Ioanna,,Thessaloniki,40.63951,22.93751,Entire home/apt,184,1,0,,,2,355,0,00001957085
800794909950594774,Down Town  apartment,132138519,Γιωργος,,Thessaloniki,40.6316664,22.9508466,Entire home/apt,67,4,18,2023-09-14,0.77,1,299,0,00001861320
801257237782014866,Thess1home Stellar,34979760,Panagiotis,,Kalamaria,40.5827939,22.947374,Entire home/apt,91,1,48,2024-11-08,2.04,9,344,24,00001865093
802006116904862568,Central Deluxe Studios SKG2,2295249,Angelos,,Thessaloniki,40.63737,22.94026,Entire home/apt,61,2,1,2023-02-10,0.04,6,0,0,00001589007
802145616268638095,Rooftop96,151354719,Δημήτρης,,Thessaloniki,40.6104507,22.9551794,Entire home/apt,55,2,28,2024-10-19,1.22,1,336,8,00001865737
802173030221428191,Sky Seaview suite 10min walk from Thessaloniki Ctr,495550951,Ilias,,Thessaloniki,40.647261346472376,22.934884134937906,Entire home/apt,106,7,1,2023-12-03,0.08,4,348,0,00001457616
802700068409783849,vera's rooms 7,156282533,Jordans Rooms Ike,,Neapolis – Sykeon,40.6517654,22.9366101,Entire home/apt,42,2,1,2024-09-28,0.34,9,345,1,2113910
803422214219654739,Lavie #Skgbnb,1977386,Cristina&Tomas! Skgbnb,,Thessaloniki,40.6198,22.9574,Entire home/apt,70,2,24,2024-12-06,1.14,33,347,17,00002407781
803431407184564009,Spazio 51,187063192,Vicky,,Thessaloniki,40.6406803,22.958471,Entire home/apt,55,1,116,2024-10-25,4.94,1,203,53,00001866558
804176893461060337,"Electra 2-bdrm Apartment, Vesta Philoxenia",336527202,Vesta Philoxenia,,Thessaloniki,40.63889,22.95099,Entire home/apt,74,3,24,2024-11-10,1.08,38,30,9,00002618654
804434792765255983,Azuro Luxury Living,132658526,Elena,,Thessaloniki,40.60036,22.96104,Entire home/apt,94,3,11,2024-09-15,0.57,3,357,4,01224427905
805869956251364551,G&G city center luxury studio 1-3 persons,496359029,Γεωργιος,,Thessaloniki,40.6314485,22.9426732,Entire home/apt,64,2,58,2024-12-09,2.47,1,349,36,00001859029
806194742284206223,Jolie II #Skgbnb,1977386,Cristina&Tomas! Skgbnb,,Thessaloniki,40.61932,22.95841,Entire home/apt,90,2,7,2024-09-18,0.35,33,328,5,00002407580
806212714614652593,Jolie for 4 #Skgbnb,1977386,Cristina&Tomas! Skgbnb,,Thessaloniki,40.62086,22.95822,Entire home/apt,80,2,39,2024-11-17,1.68,33,260,17,00002407820
806304143493143423,Houseloft Agora Residence,29565272,Houseloft,,Thessaloniki,40.63886,22.9417889,Entire home/apt,251,1,15,2024-08-18,0.66,22,332,6,00001940477
806603838645425483,Tailor's Suites #4,40505568,Thanos,,Thessaloniki,40.63857615259501,22.939294264556878,Entire home/apt,80,1,77,2024-12-18,3.28,2,347,23,00002470349
807074401526443150,Fobillo Apartment at Charilaou,496721592,Γιάννης,,Thessaloniki,40.59963,22.96791,Entire home/apt,65,1,36,2024-11-28,1.55,1,62,14,00001869304
807714364954665911,Tailor's suites  #3,67280623,Maria,,Thessaloniki,40.639633048898986,22.938725521660555,Entire home/apt,59,2,49,2024-11-24,2.09,2,340,16,00002470312
808631695388641533,Square Suite from k2properties,257956713,Natasa,,Thessaloniki,40.63460310000001,22.949003,Entire home/apt,64,2,36,2024-11-29,1.57,9,355,12,00001854545
808799716702566318,Meraki Home,497128803,Christos,,Thessaloniki,40.6096819,22.977108,Entire home/apt,48,1,46,2023-10-06,1.98,1,21,0,00001875666
809845043644944590,NeaPoliteia-Evosmos-Thessaloniki,497338688,Άννα,,Kordelio – Evosmos,40.67272248822536,22.914272332996028,Entire home/apt,55,2,17,2024-12-02,0.74,1,280,9,00001876860
811350463280843646,studio51 - bohemian oasis in historical ano poli,51567698,Ekaterini,,Thessaloniki,40.6421641,22.9468621,Entire home/apt,59,2,33,2024-09-15,1.42,1,76,11,00001835943
812137927564307577,Stelina’s Cosy Loft - Ideal Spot,59919167,Stelina,,Thessaloniki,40.60996563116811,22.96372275799513,Entire home/apt,40,1,15,2024-09-06,0.65,1,308,4,00001879950
812232363741560265,Lux 90sqm 2bedrooms 10minAirport,496112487,Marta,,Kalamaria,40.57165,22.97289,Entire home/apt,79,1,11,2024-09-08,0.56,1,27,4,00001786878
